"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PBRM1",9.51682060066708e-56,0.541695890973343,0.92,0.51,1.75985046547536e-51
"EXT2",9.66044330307375e-56,0.508248501574817,0.508,0.213,1.7864091756044e-51
"NPTN",1.01530952429533e-55,0.508643586339319,0.794,0.378,1.87751037232692e-51
"TDRD6",1.12036730470856e-55,1.99601856555295,0.152,0.031,2.07178321986707e-51
"KDM4A",1.14624389727938e-55,0.569825438669718,0.348,0.123,2.11963421484903e-51
"C1QA",1.18066449198856e-55,0.180577704314078,0.995,0.953,2.18328477858525e-51
"C4orf3",1.2389735758128e-55,-0.530032801864928,0.892,0.809,2.29110993639304e-51
"RPS12",1.5362878905781e-55,0.119574709031045,1,0.997,2.84090356725702e-51
"PIK3R3",1.67523669860874e-55,1.34932756050281,0.212,0.058,3.09784770306728e-51
"LSM3",1.78458945212401e-55,-0.8826936459539,0.758,0.697,3.30006281486771e-51
